region,hdgc,HDS_richness,n_QDS,mean_QDS_richness,mean_QDS_jaccard,avg_no_spp_diff,add_residual_turnover,add_residual_turnover_prop,mul_residual_turnover
Cape,E019S32A,2027,4,783,0.845592425690427,1714.0158468744955,1244,0.613714849531327,2.5887611749680715
Cape,E021S33A,1004,4,302.75,0.964917864503695,968.7775359617098,701.25,0.6984561752988048,3.3162675474814205
Cape,E020S34C,975,3,332,0.981307963440753,956.7752643547342,643,0.6594871794871795,2.9367469879518073
Cape,E021S34B,869,4,250.75,0.963105101825469,836.9383334863326,618.25,0.7114499424626007,3.465603190428714
Cape,E019S32D,1022,4,298.25,0.945561739279801,966.3640975439566,723.75,0.7081702544031311,3.426655490360436
Cape,E018S32D,1409,4,570.75,0.778634940142896,1097.0966306613404,838.25,0.5949254790631654,2.4686815593517304
Cape,E018S32A,540,2,322,0.807407407407407,435.9999999999998,218,0.40370370370370373,1.6770186335403727
Cape,E019S31A,1448,4,440.75,0.92182544053809,1334.8032378991543,1007.25,0.695614640883978,3.285309132161089
Cape,E019S31C,1193,4,379,0.90304845245013,1077.3368037730052,814,0.6823134953897737,3.1477572559366753
Cape,E018S31B,692,4,231.75,0.885543547613174,612.7961349483164,460.25,0.6651011560693642,2.9859762675296655
Cape,E018S31D,1542,4,621.25,0.791161670398233,1219.9712957540753,920.75,0.5971141374837873,2.482092555331992
Cape,E017S31B,131,2,65.5,1,131,65.5,0.5,2
Cape,E019S31D,435,4,137.5,0.917172494939968,398.9700352988861,297.5,0.6839080459770115,3.1636363636363636
Cape,E024S33B,120,2,61,0.983333333333333,117.99999999999996,59,0.49166666666666664,1.9672131147540983
Cape,E023S33B,232,4,61.25,0.963060428849903,223.4300194931775,170.75,0.7359913793103449,3.7877551020408164
Cape,E024S33A,240,3,87.33333333333333,0.956875160146188,229.65003843508512,152.66666666666669,0.6361111111111112,2.7480916030534353
Cape,E021S32B,141,2,74.5,0.943262411347518,133.00000000000003,66.5,0.4716312056737589,1.8926174496644295
Cape,E020S32C,232,4,68.75,0.938627674304475,217.7616204386382,163.25,0.7036637931034483,3.3745454545454545
Cape,E020S32D,380,4,123.5,0.901260320166598,342.47892166330723,256.5,0.675,3.076923076923077
Cape,E018S31C,389,4,108.25,0.974294028923849,379.00037725137724,280.75,0.7217223650385605,3.5935334872979214
Cape,E018S31A,664,4,208,0.926690079236685,615.3222126131589,456,0.6867469879518072,3.1923076923076925
Cape,E023S33A,586,4,183.25,0.92519201628599,542.1625215435902,402.75,0.6872866894197952,3.197817189631651
Cape,E017S32D,52,2,26.5,0.980769230769231,51.00000000000001,25.5,0.49038461538461536,1.9622641509433962
Cape,E022S34B,66,2,33.5,0.984848484848485,65.00000000000001,32.5,0.49242424242424243,1.9701492537313432
Cape,E018S30D,243,4,68,0.962632687150332,233.9197429775307,175,0.720164609053498,3.573529411764706
Cape,E026S33B,56,2,28.5,0.982142857142857,54.99999999999999,27.5,0.49107142857142855,1.9649122807017543
Cape,E025S33A,13,2,6.5,1,13,6.5,0.5,2
Cape,E018S30B,45,4,12,0.979012345679012,44.055555555555536,33,0.7333333333333333,3.75
Cape,E019S32B,421,4,180,0.71678497262288,301.7664734742325,241,0.5724465558194775,2.338888888888889
Cape,E021S32A,97,3,36.666666666666664,0.952898550724638,92.43115942028989,60.333333333333336,0.6219931271477663,2.6454545454545455
Cape,E016S29B,139,2,71,0.97841726618705,135.99999999999994,68,0.4892086330935252,1.9577464788732395
Cape,E019S30D,33,2,17,0.96969696969697,32.00000000000001,16,0.48484848484848486,1.9411764705882353
Cape,E019S30A,23,3,7.666666666666667,1,23,15.333333333333332,0.6666666666666666,3
Cape,E026S33A,46,3,15.666666666666666,0.992592592592593,45.65925925925928,30.333333333333336,0.6594202898550725,2.9361702127659575
Cape,E018S29A,7,2,3.5,1,7,3.5,0.5,2
Cape,E023S34A,118,2,63.5,0.923728813559322,109,54.5,0.461864406779661,1.858267716535433
Cape,E025S33B,18,4,5,0.972916666666667,17.512500000000006,13,0.7222222222222222,3.6
Cape,E024S34A,64,2,34,0.9375,60,30,0.46875,1.8823529411764706
Cape,E019S29A,13,2,6.5,1,13,6.5,0.5,2
Cape,E017S28D,8,2,4,1,8,4,0.5,2
SWA,E114S28D,1297,4,565,0.743298923219602,964.0587034158237,732,0.5643793369313801,2.295575221238938
SWA,E115S27D,336,4,103.75,0.91620773712412,307.8457996737043,232.25,0.6912202380952381,3.23855421686747
SWA,E117S28C,480,4,153.5,0.90348751243253,433.6740059676144,326.5,0.6802083333333333,3.1270358306188926
SWA,E114S28B,923,4,376,0.785236593635476,724.7733759255444,547,0.5926327193932828,2.4547872340425534
SWA,E116S30B,851,4,381,0.719973414880631,612.697376063417,470,0.5522914218566393,2.2335958005249346
SWA,E116S31B,1053,4,433.75,0.753150266503111,793.0672306277759,619.25,0.5880816714150048,2.427665706051873
SWA,E115S28A,539,4,193.25,0.871815261490979,469.90842594363767,345.75,0.641465677179963,2.7891332470892625
SWA,E117S31D,974,4,399,0.783652017781874,763.2770653195453,575,0.5903490759753593,2.4411027568922306
SWA,E116S32B,1208,4,512.25,0.750478332673295,906.5778258693404,695.75,0.5759519867549668,2.358223523670083
SWA,E116S31D,1409,4,622.5,0.739114648212775,1041.4125393318,786.5,0.5581973030518098,2.263453815261044
SWA,E117S29C,609,4,232.75,0.836553321642181,509.4609728800882,376.25,0.617816091954023,2.6165413533834587
SWA,E116S27C,183,3,69.66666666666667,0.947581933325817,173.4074937986245,113.33333333333333,0.6193078324225865,2.6267942583732053
SWA,E116S28D,243,4,74.75,0.932873462649137,226.68825142374027,168.25,0.6923868312757202,3.250836120401338
SWA,E118S31C,735,4,311.5,0.761071101904712,559.3872598999634,423.5,0.5761904761904761,2.359550561797753
SWA,E116S28C,374,4,134.75,0.857597786426933,320.74157212367294,239.25,0.6397058823529411,2.7755102040816326
SWA,E118S31A,910,4,377.75,0.754980743809964,687.0324768670673,532.25,0.5848901098901099,2.409000661813369
SWA,E117S29A,565,4,225.25,0.794671876361515,448.989610144256,339.75,0.6013274336283185,2.5083240843507215
SWA,E113S26A,244,3,127.33333333333333,0.700250597871405,170.86114588062281,116.66666666666667,0.47814207650273227,1.9162303664921467
SWA,E113S25C,142,2,75,0.943661971830986,134,67,0.47183098591549294,1.8933333333333333
SWA,E115S32B,1996,4,844.25,0.777487021472732,1551.864094859573,1151.75,0.5770290581162325,2.3642286052709505
SWA,E115S31D,2622,4,1042.25,0.773198640334049,2027.3268349558764,1579.75,0.6024980930587338,2.515711201727033
SWA,E113S26D,304,4,97.75,0.936480939279533,284.690205540978,206.25,0.678453947368421,3.1099744245524295
SWA,E115S28D,841,4,338,0.790236815649632,664.5891619613406,503,0.5980975029726516,2.4881656804733727
SWA,E114S27D,905,4,385.75,0.796756772063818,721.0648787177553,519.25,0.5737569060773481,2.346079066753078
SWA,E115S28B,397,4,135.25,0.901608915948235,357.9387396314493,261.75,0.6593198992443325,2.9353049907578557
SWA,E115S31B,1306,4,617,0.679436480887478,887.3440440390463,689,0.5275650842266463,2.1166936790923825
SWA,E117S29D,155,4,46,0.951280314024297,147.44844867376605,109,0.7032258064516129,3.369565217391304
SWA,E116S28B,335,4,124,0.805459308781798,269.82886844190233,211,0.6298507462686567,2.7016129032258065
SWA,E116S33C,1009,4,427.25,0.739827355929787,746.4858021331551,581.75,0.5765609514370664,2.361614979520187
SWA,E119S32C,746,4,284.5,0.824010679244698,614.7119667165447,461.5,0.618632707774799,2.622144112478032
SWA,E118S32D,699,4,268.25,0.821728745804638,574.3883933174419,430.75,0.6162374821173104,2.6057781919850886
SWA,E119S33A,847,4,349.75,0.773227452714118,654.9236524488579,497.25,0.5870720188902007,2.4217298070050037
SWA,E118S32B,702,4,256.75,0.851259877902523,597.5844342875712,445.25,0.6342592592592593,2.7341772151898733
SWA,E118S33B,884,4,384.5,0.760866563649949,672.6060422665549,499.5,0.5650452488687783,2.2990897269180754
SWA,E117S32B,795,4,320.25,0.796072054281817,632.8772831540446,474.75,0.5971698113207548,2.4824355971896956
SWA,E118S32A,863,4,324,0.82561547231473,712.506152607612,539,0.6245654692931634,2.6635802469135803
SWA,E118S33A,1036,4,422,0.789073172806587,817.4798070276241,614,0.5926640926640927,2.4549763033175354
SWA,E117S33B,829,4,317.25,0.825391472621265,684.2495308030287,511.75,0.6173100120627262,2.613081166272656
SWA,E118S33C,882,4,345.75,0.793792097430878,700.1246299340344,536.25,0.6079931972789115,2.5509761388286334
SWA,E116S29A,638,4,263.25,0.797609842660857,508.87507961762674,374.75,0.5873824451410659,2.4235517568850904
SWA,E116S29B,520,4,195.75,0.831362564991739,432.30853379570425,324.25,0.6235576923076923,2.656449553001277
SWA,E116S30D,1207,4,509.5,0.753049078096079,908.9302372619674,697.5,0.5778790389395194,2.368989205103042
SWA,E118S33D,905,4,339.75,0.832646904918473,753.5454489512181,565.25,0.624585635359116,2.6637233259749817
SWA,E118S32C,905,4,352.5,0.816880170176858,739.2765540100564,552.5,0.6104972375690608,2.5673758865248226
SWA,E119S33B,1124,4,534,0.694067451990022,780.1318160367847,590,0.5249110320284698,2.1048689138576777
SWA,E117S31B,692,4,296,0.746495865274411,516.5751387698924,396,0.5722543352601156,2.3378378378378377
SWA,E117S30C,862,4,345.75,0.786082126509059,677.6027930508088,516.25,0.5988979118329466,2.4931308749096166
SWA,E120S33B,541,4,194.5,0.853201301553315,461.5819041403434,346.5,0.6404805914972274,2.7814910025706943
SWA,E118S31B,676,4,286.5,0.766381723232754,518.0740449053417,389.5,0.5761834319526628,2.3595113438045376
SWA,E120S33A,765,4,271.75,0.872973572008108,667.8247825862026,493.25,0.6447712418300654,2.81508739650414
SWA,E115S29D,989,4,409.5,0.777953909274222,769.3964162722056,579.5,0.5859453993933266,2.415140415140415
SWA,E117S34B,1613,4,725.5,0.761463871601503,1228.2412248932244,887.5,0.5502169869807811,2.2232942798070296
SWA,E119S33C,934,4,362.25,0.811254720390535,757.7119088447597,571.75,0.612152034261242,2.578329882677709
SWA,E118S34A,1556,4,658.5,0.789019045743037,1227.7136351761656,897.5,0.5767994858611826,2.3629460895975702
SWA,E116S29C,840,4,312.25,0.82299255655626,691.3137475072584,527.75,0.6282738095238095,2.690152121697358
SWA,E121S33A,517,4,180,0.867317237931602,448.40301201063824,337,0.6518375241779497,2.8722222222222222
SWA,E115S30B,1056,4,434.25,0.779904812687816,823.5794821983337,621.75,0.5887784090909091,2.4317789291882557
SWA,E119S32D,624,4,229,0.849363040214489,530.0025370938412,395,0.6330128205128205,2.7248908296943233
SWA,E119S32A,698,4,263,0.843325220172367,588.6410036803121,435,0.6232091690544412,2.653992395437262
SWA,E120S33C,1575,4,722.5,0.721270339068093,1136.0007840322464,852.5,0.5412698412698412,2.179930795847751
SWA,E117S30B,467,4,185.75,0.798372149009157,372.8397935872763,281.25,0.60224839400428265,2.5141318977119784
SWA,E117S33C,920,4,370,0.790746906175358,727.4871536813293,550,0.5978260869565217,2.4864864864864864
SWA,E118S31D,664,4,273.5,0.787833547838397,523.1214757646956,390.5,0.5881024096385542,2.4277879341864717
SWA,E120S32D,473,4,178,0.857302310840072,405.50399302735406,295,0.6236786469344608,2.657303370786517
SWA,E117S33A,1085,4,446.5,0.785537016138058,852.307662509793,638.5,0.588479262672811,2.4300111982082866
SWA,E117S32A,841,4,331.5,0.80472274866127,676.7718316241281,509.5,0.6058263971462544,2.5369532428355956
SWA,E115S29B,872,4,355.75,0.777508332539142,677.9872659741318,516.25,0.5920298165137615,2.4511595221363316
SWA,E116S29D,712,4,291.5,0.780705230920402,555.8621244153262,420.5,0.5905898876404494,2.4425385934819897
SWA,E119S31A,377,4,121,0.932387286815804,351.5100071295581,256,0.6790450928381963,3.115702479338843
SWA,E117S31A,847,4,343.75,0.78757679563479,667.0775459026671,503.25,0.5941558441558441,2.464
SWA,E117S33D,648,4,227.75,0.861642070692944,558.3440618090277,420.25,0.6485339506172839,2.845225027442371
SWA,E119S34A,1290,4,572,0.731952503852874,944.2187299702075,718,0.5565891472868217,2.2552447552447554
SWA,E115S29C,1238,4,616.5,0.650984824258276,805.9192124317457,621.5,0.5020193861066236,2.008110300081103
SWA,E114S27C,1062,4,533.25,0.656652416257108,697.3648660650487,528.75,0.4978813559322034,1.9915611814345993
SWA,E116S30C,994,4,392.75,0.805742893921261,800.9084365577334,601.25,0.6048792756539235,2.530872056015277
SWA,E115S28C,874,4,368.75,0.751769462721371,657.0465104184783,505.25,0.5780892448512586,2.3701694915254237
SWA,E115S29A,948,4,384.75,0.779616264715912,739.0762189506846,563.25,0.5941455696202531,2.4639376218323585
SWA,E114S27B,410,4,143.25,0.915088906270433,375.1864515708775,266.75,0.650609756097561,2.862129144851658
SWA,E119S31C,383,4,123.5,0.896284880884612,343.2771093788064,259.5,0.6775456919060052,3.1012145748987856
SWA,E121S33B,740,4,320.25,0.749992677877866,554.9945816296208,419.75,0.5672297297297297,2.310694769711163
SWA,E122S33A,743,4,279.5,0.848968422595227,630.7835379882537,463.5,0.6238223418573351,2.658318425760286
SWA,E117S31C,1090,4,469.25,0.765553320126933,834.453118938357,620.75,0.5694954128440367,2.322855620671284
SWA,E116S30A,901,4,361.75,0.79841105329276,719.3683590167767,539.25,0.5985016648168702,2.4906703524533516
SWA,E114S27A,403,4,144.25,0.851078501709293,342.98463618884506,258.75,0.642059553349876,2.7937608318890814
SWA,E117S30A,507,4,207.75,0.768437794576542,389.59796185030683,299.25,0.5902366863905325,2.44043321299639
SWA,E117S30D,582,4,225,0.805852410554696,469.0061029428331,357,0.6134020618556701,2.5866666666666664
SWA,E115S30D,1081,4,491.25,0.705569709868157,762.7208563674777,589.75,0.5455596669750231,2.200508905852417
SWA,E116S31C,1900,4,902.5,0.663206513946546,1260.0923764984373,997.5,0.525,2.1052631578947367
SWA,E115S31A,289,2,177.5,0.771626297577855,223.00000000000009,111.5,0.38581314878892736,1.628169014084507
SWA,E114S29B,518,2,312.5,0.793436293436293,410.9999999999998,205.5,0.3967181467181467,1.6576
SWA,E116S31A,1276,4,584,0.70232519218658,896.1669452300761,692,0.542319749216301,2.184931506849315
SWA,E117S29B,341,4,109.5,0.933099200258704,318.18682728821807,231.5,0.6788856304985337,3.1141552511415527
SWA,E116S32D,811,4,313.75,0.813629239923271,659.8533135777727,497.25,0.6131319358816276,2.5848605577689243
SWA,E119S32B,763,4,320,0.768944103860492,586.7043512455554,443,0.580602883355177,2.384375
SWA,E118S30D,541,3,232,0.850437002038561,460.0864181028615,309,0.5711645101663586,2.331896551724138
SWA,E117S32C,1124,4,520,0.690108370357052,775.6818082813264,604,0.5373665480427047,2.1615384615384614
SWA,E118S34B,1260,4,528.75,0.770001933300271,970.2024359583414,731.25,0.5803571428571429,2.382978723404255
SWA,E116S33B,803,4,302.75,0.826857791215061,663.966806345694,500.25,0.6229763387297634,2.652353426919901
SWA,E116S28A,276,4,88.75,0.929697620542907,256.59654326984236,187.25,0.6784420289855072,3.1098591549295773
SWA,E118S30C,502,4,202.5,0.787286365847536,395.21775565546307,299.5,0.5966135458167331,2.4790123456790125
SWA,E121S32C,645,4,243.25,0.826509188017498,533.0984262712861,401.75,0.6228682170542635,2.6515930113052417
SWA,E121S32D,487,4,159.5,0.911559437432588,443.9294460296704,327.5,0.6724845995893224,3.053291536050157
SWA,E120S32B,135,3,47,0.985074626865672,132.98507462686572,88,0.6518518518518519,2.872340425531915
SWA,E119S33D,1362,4,586.75,0.752005746760709,1024.2318270880855,775.25,0.5691997063142438,2.3212611844908393
SWA,E117S32D,860,4,357.25,0.773919310181562,665.5706067561433,502.75,0.584593023255814,2.4072778166550033
SWA,E118S30A,160,3,57,0.975889850889851,156.14237614237618,103,0.64375,2.807017543859649
SWA,E116S32A,1733,4,857.25,0.631392014156805,1094.202360533743,875.75,0.5053375649163301,2.021580635753864
SWA,E116S33A,891,4,425.5,0.684815027789889,610.1701897607911,465.5,0.5224466891133558,2.0940070505287895
SWA,E116S32C,970,4,419,0.735947662994342,713.8692331045117,551,0.568041237113402,2.315035799522673
SWA,E117S34A,857,4,318.5,0.833931074253649,714.6789306353771,538.5,0.6283547257876313,2.6907378335949765
SWA,E120S32A,316,4,101.5,0.91185177044826,288.14515946165017,214.5,0.6787974683544303,3.1133004926108376
SWA,E115S33C,1692,4,878.75,0.620460603636891,1049.8193413536196,813.25,0.48064420803782504,1.9254623044096728
SWA,E115S33B,1478,4,666,0.745810497411187,1102.3079151737343,812,0.5493910690121786,2.219219219219219
SWA,E116S33D,1058,4,429.5,0.782421252016594,827.8016846335564,628.5,0.5940453686200378,2.463329452852154
SWA,E119S31D,433,3,180.33333333333334,0.887827945688079,384.4295004829382,252.66666666666666,0.5835257890685143,2.401109057301294
SWA,E122S33C,944,4,386.25,0.786345736405624,742.310375166909,557.75,0.5908368644067796,2.4440129449838186
SWA,E118S34C,1469,4,690.75,0.689998766800676,1013.608188430193,778.25,0.529782164737917,2.126673905175534
SWA,E117S34D,1873,4,986.75,0.600936035877893,1125.5531951992937,886.25,0.4731713828083289,1.898150494046111
SWA,E123S33C,766,4,294,0.815474397191926,624.6533882490154,472,0.6161879895561357,2.6054421768707483
SWA,E121S33C,796,4,351.25,0.753471462612262,599.7632842393606,444.75,0.5587311557788944,2.2661921708185053
SWA,E118S34D,794,2,500.5,0.739294710327456,587,293.5,0.369647355163728,1.5864135864135864
SWA,E120S33D,829,4,336.5,0.797767527408045,661.3492802212693,492.5,0.5940892641737032,2.463595839524517
SWA,E122S33D,813,4,388.25,0.674700102762605,548.5311835459978,424.75,0.5224477244772447,2.094011590470058
SWA,E121S33D,1073,4,411.75,0.837483427337192,898.619717532807,661.25,0.6162628145386766,2.6059502125075897
SWA,E123S33A,842,4,288.25,0.889048007841593,748.5784226026213,553.75,0.6576603325415677,2.9210754553339116
SWA,E123S33B,140,3,48.666666666666664,0.981232040229885,137.3724856321839,91.33333333333334,0.6523809523809524,2.8767123287671232
SWA,E115S30A,1434,4,796,0.5767569033025,827.069399335785,638,0.44490934449093444,1.8015075376884422
SWA,E115S34A,1335,4,722.5,0.59555339115407,795.0637771906835,612.5,0.45880149812734083,1.8477508650519032
SWA,E117S35B,1604,2,1097.5,0.631546134663342,1013.0000000000006,506.5,0.3157730673316708,1.461503416856492
SWA,E117S34C,1345,4,625.5,0.714251804731982,960.6686773645158,719.5,0.5349442379182157,2.150279776179057
SWA,E116S34A,1278,4,622.25,0.664061440910263,848.6705214833161,655.75,0.5131064162754304,2.053836882282041
SWA,E115S34B,933,4,433.25,0.690478266562809,644.2162227031008,499.75,0.5356377277599143,2.153491055972302
SWA,E116S34D,1222,4,650,0.612172516528026,748.0748151972477,572,0.46808510638297873,1.88
SWA,E114S28A,585,3,270.6666666666667,0.814184174793215,476.29774225403077,314.3333333333333,0.5373219373219373,2.1613300492610836
SWA,E115S33D,1412,4,686.5,0.659739119261876,931.5516363977689,725.5,0.5138101983002833,2.0568099053168245
SWA,E116S34C,942,4,461,0.66486591207332,626.3036891730675,481,0.5106157112526539,2.0433839479392626
SWA,E115S32D,1446,4,698,0.688778096834872,995.973128023225,748,0.5172890733056709,2.0716332378223496
SWA,E117S35A,504,2,324.5,0.712301587301587,358.99999999999983,179.5,0.35615079365079366,1.5531587057010785
SWA,E114S33D,331,2,173,0.954682779456193,315.9999999999999,158,0.4773413897280967,1.9132947976878614
SWA,E113S26B,130,3,52,0.909166166998704,118.19160170983152,78,0.6,2.5
SWA,E115S27C,69,4,18,0.991803278688525,68.43442622950823,51,0.7391304347826086,3.8333333333333335
SWA,E120S32C,428,4,136.75,0.914285581449183,391.31422886025035,291.25,0.6804906542056075,3.129798903107861
SWA,E126S32A,198,3,81.66666666666667,0.889070747394101,176.03600798403198,116.33333333333333,0.5875420875420875,2.424489795918367
SWA,E122S32D,95,4,24.5,0.993417874396135,94.37469806763283,70.5,0.7421052631578947,3.877551020408163
SWA,E118S29C,67,4,17.75,0.984153195837978,65.93826412114453,49.25,0.7350746268656716,3.7746478873239435
SWA,E117S28A,71,4,20.75,0.896281203696818,63.635965462474076,50.25,0.7077464788732394,3.4216867469879517
SWA,E115S30C,745,4,248.5,0.914907645698464,681.6061960453557,496.5,0.6664429530201342,2.9979879275653922
SWA,E116S34B,1090,4,496.25,0.730588144663558,796.3410776832783,593.75,0.5447247706422018,2.1964735516372795
SWA,E119S34B,626,3,214.33333333333334,0.990905062247506,620.3065689669387,411.66666666666663,0.6576144834930777,2.920684292379471
SWA,E122S33B,453,4,156.5,0.859872538396623,389.52225989367025,296.5,0.6545253863134658,2.8945686900958467
SWA,E114S29D,159,2,96,0.792452830188679,125.99999999999996,63,0.39622641509433965,1.65625
SWA,E115S34D,353,3,124,0.973392079248934,343.6074039748737,229,0.6487252124645893,2.846774193548387
SWA,E123S32C,144,3,51.333333333333336,0.968670245876128,139.48851540616243,92.66666666666666,0.6435185185185185,2.8051948051948052
SWA,E123S33D,505,4,170.25,0.917062540769733,463.1165830887152,334.75,0.6628712871287129,2.9662261380323054
SWA,E125S32B,49,4,13,0.981481481481482,48.09259259259262,36,0.7346938775510204,3.769230769230769
SWA,E124S32D,147,3,59.666666666666664,0.890526900415339,130.90745436105485,87.33333333333334,0.5941043083900227,2.463687150837989
