region,hdgc,lon,lat,n_QDS,CEC_mean_value,CEC_roughness,Clay_mean_value,Clay_roughness,Elevation_mean_value,Elevation_roughness,MAP_mean_value,MAP_roughness,NDVI_mean_value,NDVI_roughness,PDQ_mean_value,PDQ_roughness,pH_mean_value,pH_roughness,Soil.C_mean_value,Soil.C_roughness,Surface.T_mean_value,Surface.T_roughness,PC1,PC2,HDS_richness,mean_QDS_richness,mean_QDS_turnover,add_turnover,add_turnover_prop,mul_turnover
GCFR,E022S33A,22.25,-33.25,4,15.021499633789062,4.011998176574707,26.328907012939453,1.8001785278320312,971.3662414550781,336.28297932942706,307.50300216674805,181.21664174397785,29193853,17239928,55.324689865112305,27.416319529215496,63.455698013305664,8.27804946899414,59.37779998779297,36.41312789916992,299.65978240966797,6.018285115559896,5.002257138485849,0.8962623189022519,1335,428,0.931732654923501,907,0.6794007490636704,3.119158878504673
GCFR,E022S33B,22.75,-33.25,4,12.787201166152954,1.0342087745666504,25.065319538116455,0.4852660497029623,934.9355926513672,122.08600870768228,273.74850845336914,98.68672434488931,19543604.25,7368466.833333333,51.667720794677734,25.6754150390625,67.72745323181152,4.146325429280599,37.183518409729004,17.931884765625,301.6827621459961,3.3690745035807295,2.3776904254496856,2.148962872991618,596,167.25,0.977922381550411,428.75,0.7193791946308725,3.563527653213752
GCFR,E022S33C,22.25,-33.75,4,13.211929082870483,2.46431303024292,29.14829730987549,1.0522480010986328,560.65667724609375,304.8011474609375,431.9325370788574,216.68299102783203,50691464,13885206.666666668,85.07030200958252,43.291659673055015,58.931199073791504,6.291772842407227,70.04627513885498,33.200585047403976,297.4910659790039,4.7478688557942705,4.486485475653769,1.8247094906442798,1692,599.5,0.867968410850746,1092.5,0.6456855791962175,2.822351959966639
GCFR,E022S33D,22.75,-33.75,4,15.353179931640625,2.517173449198405,27.92664670944214,1.2691526412963867,865.8175201416016,452.212636311849,573.3183975219727,180.6862030029297,53298930,23366150.666666664,121.26103591918945,44.226783752441406,54.67088317871094,3.3513323465983076,87.86533737182617,10.006571451822916,294.7234878540039,1.6866404215494792,3.679970890206978,2.085995851632596,1696,593.5,0.865735073831978,1102.5,0.6500589622641509,2.857624262847515
GCFR,E023S33A,23.25,-33.25,4,12.844610214233398,3.354319890340169,25.99940538406372,0.5608250300089518,843.8994445800781,96.82383219401042,281.26705169677734,90.18548075358072,22852625,7502352.666666666,46.18414783477783,26.022263209025063,65.51319980621338,5.589139938354492,45.351826667785645,28.31264432271322,300.2273712158203,3.0981852213541665,3.0559633384885125,1.531403166356568,586,183.25,0.92519201628599,402.75,0.6872866894197952,3.197817189631651
GCFR,E023S33B,23.75,-33.25,4,14.248955488204956,0.9325798352559407,27.17578935623169,2.6063674290974936,850.3219909667969,162.98699951171875,352.90052795410156,42.543599446614586,30613448.5,6890025.666666666,49.172773361206055,6.287635803222656,62.396485328674316,3.5614121754964194,55.01314449310303,15.575943628946941,298.4664306640625,3.2466023763020835,2.066567381028605,0.02707562723094762,232,61.25,0.963060428849903,170.75,0.7359913793103449,3.7877551020408164
GCFR,E023S33C,23.25,-33.75,4,14.470368146896362,0.9325302441914877,28.072450160980225,1.262181282043457,722.3497772216797,460.1046447753906,672.0318298339844,245.03139241536456,51743341,28697820.666666668,132.61857223510742,63.36714426676433,55.61414051055908,6.575003941853841,79.01587104797363,11.026162465413412,296.0594787597656,2.0285237630208335,3.980690167232517,2.3391038847101315,1392,521.5,0.828060997548066,870.5,0.6253591954022989,2.6692233940556087
GCFR,E023S33D,23.75,-33.75,4,15.71553635597229,1.5535276730855307,28.844337463378906,1.6672471364339194,925.430419921875,263.544677734375,721.4345245361328,134.84970092773438,51526580,18191524,119.96485710144043,40.75314712524414,53.97727680206299,4.47471555074056,95.51951026916504,6.141292572021484,294.4917449951172,0.7427266438802083,2.7522326705107485,1.787611504871673,1379,531.75,0.818724619837234,847.25,0.614394488759971,2.5933239304184297
GCFR,E024S33A,24.208333333333332,-33.291666666666664,3,11.981579462687174,3.287862777709961,27.704071044921875,0.9004058837890625,599.5840962727865,267.10520426432294,267.1823323567708,94.3661600748698,26409619.333333332,6778565.333333333,34.50507799784342,8.110024770100912,65.27376302083333,4.4823659261067705,43.13542111714681,23.12127431233724,301.36744181315106,2.0184326171875,2.7995550334038577,0.7830067517412767,240,87.33333333333333,0.956875160146188,152.66666666666669,0.6361111111111112,2.7480916030534353
GCFR,E024S33B,24.75,-33.375,2,14.70472526550293,0.17719268798828125,32.365288734436035,2.719480514526367,522.5852966308594,46.29119873046875,322.9014892578125,3.57086181640625,38253078,4467604,45.941293716430664,2.2163429260253906,61.372344970703125,0.509368896484375,59.50469779968262,11.081501007080078,300.5729522705078,0.281707763671875,-2.1779098146546403,-0.5594566419775423,120,61,0.983333333333333,59,0.49166666666666664,1.9672131147540983
GCFR,E024S33C,24.25,-33.75,4,14.504575252532959,1.0535964965820312,29.123688220977783,1.4818105697631836,571.8004608154297,176.77915445963544,549.71575927734375,90.30902099609375,44964144,7254505.333333334,83.88721466064453,19.90771484375,56.35470008850098,1.6125361124674478,82.77007675170898,8.602650960286459,297.4773178100586,1.3770497639973958,1.6764688872350177,1.7941016908270706,1050,385.25,0.832598134261948,664.75,0.633095238095238,2.7255029201817003
GCFR,E024S33D,24.75,-33.75,4,14.44038724899292,1.4388491312662761,29.56023359298706,1.8112179438273113,441.6753978729248,334.3095232645671,516.3115692138672,34.2232666015625,50887906,5420972,86.04545593261719,11.536239624023438,55.8184118270874,1.338374455769857,80.58779525756836,8.025952657063803,297.22479248046875,1.525421142578125,1.4203251762380078,0.9485851335887536,916,317.75,0.867167745572811,598.25,0.6531113537117904,2.882769472856019
GCFR,E025S33A,25.25,-33.375,2,14.730739116668701,1.0922651290893555,32.36825466156006,3.7193164825439453,280.53047943115234,88.70582580566406,401.67132568359375,86.1134033203125,52786838,14437180,65.75596809387207,16.19186019897461,57.993703842163086,3.9927635192871094,73.87279510498047,11.629837036132812,298.77879333496094,4.022430419921875,2.851057124864538,0.5789356049529888,13,6.5,1,6.5,0.5,2
GCFR,E025S33C,25.25,-33.75,4,14.703396797180176,0.7569592793782552,30.144673824310303,0.9844687779744467,376.8518714904785,240.70401255289713,480.66114044189453,54.0671641031901,58464287,7966022,77.10477256774902,7.814126332600911,54.411356925964355,2.1778074900309248,78.43556022644043,4.727270762125651,296.85094451904297,1.716252644856771,1.0851129920865663,1.361743768025355,1568,643.75,0.775050875754464,924.25,0.5894451530612245,2.435728155339806
GCFR,E026S33B,26.75,-33.375,2,12.18530559539795,0.3755054473876953,32.77725410461426,0.13114547729492188,325.2674102783203,1.063079833984375,558.8829040527344,52.01397705078125,60422496,6530840,86.32751846313477,3.7237014770507812,52.90766143798828,0.23193359375,78.81536483764648,0.02999114990234375,298.0900573730469,0.151611328125,-5.962418248953383,4.168846843472349,56,28.5,0.982142857142857,27.5,0.49107142857142855,1.9649122807017543
SWAFR,E114S26C,114.20833333333333,-26.791666666666668,3,7.576970895131429,1.274391810099284,17.266993204752605,2.9024569193522134,106.91761525472005,38.574625651041664,252.1025594075521,20.323282877604168,30415196.666666668,1718906.6666666667,12.274590810139975,2.736718495686849,62.34973907470703,1.42926025390625,33.7287400563558,5.090442657470703,306.5436706542969,0.2110595703125,-1.2743176513507337,-0.3194155699738269,84,35.333333333333336,0.908681765389083,48.666666666666664,0.5793650793650793,2.3773584905660377
SWAFR,E114S27A,114.25,-27.25,4,10.013678908348083,2.1391708850860596,23.654910564422607,2.605463981628418,138.86466026306152,32.62524286905925,299.2178726196289,14.027613321940104,36831883.5,3931233,14.572219610214233,1.3210673332214355,62.58485507965088,0.6518535614013672,36.07406759262085,12.01012134552002,304.9936752319336,1.0635121663411458,-0.47420994934593996,-0.7914228999267914,403,144.25,0.851078501709293,258.75,0.642059553349876,2.7937608318890814
SWAFR,E114S27D,114.75,-27.75,4,7.740883469581604,1.4508779048919678,22.211612224578857,3.131499926249186,231.5355453491211,25.590164184570312,295.78297424316406,17.6964111328125,28183765.5,3575787,18.750887870788574,2.7539857228597007,64.8648042678833,1.383614222208659,31.720448970794678,8.4001677831014,305.1660842895508,0.8869272867838541,-0.30944303609820867,-0.5699060820863825,905,385.75,0.796756772063818,519.25,0.5737569060773481,2.346079066753078
SWAFR,E114S28B,114.75,-28.25,4,9.267683744430542,0.8711930910746256,21.314613819122314,1.7058178583780925,229.03753662109375,68.71983846028645,355.61253356933594,52.32386271158854,34496724,4218673.333333333,20.550146102905273,3.6284071604410806,63.46311378479004,1.8970680236816406,49.33161926269531,5.003225962320964,305.6906433105469,0.14467366536458334,-0.6682167985241916,0.5617358147781011,923,376,0.785236593635476,547,0.5926327193932828,2.4547872340425534
